Country Code,year,delta_tariff,delta_tariff_lag1,delta_Balance_paiements_lag1,delta_Emploi_lag1,delta_IPC_lag1,delta_Production volume_lag1,delta_PIB_lag1,delta_Taux_change_lag1,delta_Chômage_lag1,dep_k0
AUS,2009,0.52,-0.30000000000000027,1.849743765544929,296.9011924999995,0.06427079036137462,2.268374500612495,-0.5693006548974909,0.00231778436262009,-0.14482180000000078,-0.2211895017199056
AUS,2010,-0.8700000000000001,0.52,0.3769462467943665,74.40613250000024,-0.012019299552115115,-5.1517648035186525,-0.2211895017199056,0.08465827514551005,1.3260557250000007,0.2362159315343243
AUS,2011,-1.0299999999999998,-0.8700000000000001,0.7998226094651186,216.66714499999944,0.04072311802091999,4.622534001136586,0.2362159315343243,-0.19198321805007001,-0.34704499166666025,0.06551686367663079
AUS,2012,0.040000000000000036,-1.0299999999999998,0.7289321375627873,191.57278899159974,0.035536116668168916,1.0349913407643498,0.06551686367663079,-0.12098739569609207,-0.13214525833334,0.38357613652548295
AUS,2013,0.030000000000000027,0.040000000000000036,-1.374760837113183,136.98621716670095,0.0008811709623710584,1.910249124712493,0.38357613652548295,-0.0032231938954769834,0.14218067499999965,-0.5853927889782289
AUS,2014,0.06999999999999984,0.030000000000000027,0.9665718109354131,105.90679628329963,0.030757507496494974,-0.6450905718640811,-0.5853927889782289,0.07044034352295903,0.43856394166667023,0.15076821626472459
AUS,2015,-0.010000000000000009,0.06999999999999984,0.3051982920085665,83.45249048339974,0.02434790486353755,2.0229930971505468,0.15076821626472459,0.07303869117573991,0.41530451666667023,-0.08876955642888673
AUS,2016,-0.72,-0.010000000000000009,-1.6261497229207595,226.10644012500052,0.005001208142140001,-2.008005310445128,-0.08876955642888673,0.22143619104241008,-0.020820908333339716,0.14330410882556588
AUS,2017,-0.2899999999999999,-0.72,1.2318728665994003,199.51101208329965,0.010248086690626934,-0.4400646244810815,0.14330410882556588,0.014457062757230021,-0.3422747333333307,-0.09863040689634317
AUS,2018,-0.030000000000000027,-0.2899999999999999,0.6471359114614836,253.53482134166734,0.02546609624797691,1.7810225984387174,-0.09863040689634317,-0.040454116363970005,-0.10781734166666546,0.15375353869238817
AUS,2019,-0.08999999999999997,-0.030000000000000027,0.2543187994697744,318.74762866666424,0.018238557872244154,1.9605250020918348,0.15375353869238817,0.033771702392489944,-0.2975163750000016,-0.3920470538682218
AUS,2020,-0.06000000000000005,-0.08999999999999997,2.548057944185698,292.34210995000103,0.012930242446119511,-1.6435443356002253,-0.3920470538682218,0.10001438309812016,-0.14386763333333263,
AUT,2002,-0.9199999999999999,0.96,-0.194804377664217,-33.0,0.02922570087270504,-1.8632569866555286,-0.8845195379561066,0.031535018206160004,0.04999999999999982,0.11963771755664487
AUT,2003,0.06999999999999984,-0.9199999999999999,2.742100837014907,49.0,0.00688010302525166,-0.2820374249447539,0.11963771755664487,-0.05556595551550991,0.40000000000000036,-0.26258911676611385
AUT,2004,-0.2799999999999998,0.06999999999999984,-0.4042915305660728,33.0,0.007520370991163983,4.5627487078567555,-0.26258911676611385,-0.175901916093541,0.375,0.8096576769705721
AUT,2005,0.21999999999999975,-0.2799999999999998,0.42392892760677414,-58.0,0.02862735025439278,3.347969671068313,0.8096576769705721,-0.08030112249246601,1.13333333333334,-0.10033299232979265
AUT,2006,-0.16000000000000014,0.21999999999999975,0.44766852313470507,15.425000000000182,0.024979724296420258,0.6621709932895641,-0.10033299232979265,-0.00024267915778097837,0.1416666666666595,0.3428623907998676
AUT,2007,-0.05999999999999961,-0.16000000000000014,0.9647548908448504,78.54999999999973,0.003907640472150753,4.225929790696071,0.3428623907998676,-0.007922194316820064,-0.3916666666666595,0.1438725060112307
AUT,2008,-0.5200000000000002,-0.05999999999999961,0.28939684325824144,97.59999999999991,0.029418226603864728,1.854505491954022,0.1438725060112307,-0.06621179361352492,-0.4249999999999998,-0.9546187818760781
AUT,2009,0.13000000000000012,-0.5200000000000002,0.852059819699194,70.42500000000018,0.04239508508025436,-1.4242245979984034,-0.9546187818760781,-0.046503087324034076,-0.7750000000000004,
AUT,2012,-0.13000000000000012,-0.5399999999999998,-1.1756345542120095,35.80000000000018,0.04707746857087569,2.9216833226188044,0.48137348192420193,-0.03588476378693706,-0.2916666666666696,-1.538961650395508
AUT,2013,0.030000000000000027,-0.13000000000000012,-0.007912720773778359,31.97499999999991,0.015597745967413257,-0.8948113381158578,-1.538961650395508,0.05884745592571605,0.2916666666666696,
AUT,2016,0.06999999999999984,-0.009999999999999787,-0.5076407094740809,35.599999999999454,0.0017792251885273558,1.012954515272213,0.5450507929884485,0.14775650326243805,0.1166666666666707,0.48503265126410006
AUT,2017,-0.1299999999999999,0.06999999999999984,0.936838925078358,71.90000000000055,0.008749025032849023,1.995079454554613,0.48503265126410006,0.0028298830070899728,0.2999999999999998,0.07066684969875403
AUT,2018,-0.1299999999999999,-0.1299999999999999,-1.2655704828101264,39.92500000000018,0.03180744689868664,4.02772331206549,0.07066684969875403,-0.017174353025598,-0.5250000000000004,0.0891886156113536
AUT,2019,0.010000000000000009,-0.1299999999999999,-0.5614387667023332,58.899999999999636,0.018624610468598313,1.840127614840398,0.0891886156113536,-0.039782688743019934,-0.7166666666666694,-0.347503761976216
AUT,2020,-0.3600000000000001,0.010000000000000009,1.3622786331378656,35.649999999999636,0.010599716479643195,0.35968401289957797,-0.347503761976216,0.04602388604209795,-0.36666666666666003,
CAN,1997,-3.4399999999999995,-1.2600000000000007,1.2448258844930615,124.75,0.007099556357685444,0.45236323240623477,-0.462571518089385,-0.008705104625189808,0.1000000000000103,0.9298783283065063
CAN,1998,-0.55,-3.4399999999999995,-1.7471446880093005,288.03333333340015,0.01642764456451884,4.9822203038902515,0.9298783283065063,0.021215599525509887,-0.4916666666666689,-0.09484107416608722
CAN,1999,-0.42999999999999994,-0.55,-0.010608778662000828,338.84166666659985,0.001174524195538762,-0.6818896582338994,-0.09484107416608722,0.09849255335308005,-0.833333333333341,0.27809737704012916
CAN,2000,0.30000000000000004,-0.42999999999999994,1.5118210518890265,354.97500000000036,0.026855542701559543,3.929925626129929,0.27809737704012916,0.002043926662280038,-0.6916666666666593,-0.0004794686406652815
CAN,2001,0.29000000000000004,0.30000000000000004,2.3708387915018543,358.14166666669917,0.03891051369113363,3.5547520494624294,-0.0004794686406652815,-0.0004313128984401171,-0.7750000000000004,-1.0081078396739933
CAN,2002,-0.1100000000000001,0.29000000000000004,-0.3346587135180332,172.17499999999927,0.021646794833989347,-4.100992310747223,-1.0081078396739933,0.06329781933116996,0.40000000000000036,0.4697030480133164
CAN,2003,0.97,-0.1100000000000001,-0.4628181730223542,359.02500000000146,0.018356533407483777,2.7526546486427463,0.4697030480133164,0.021632760091910175,0.4583333333333295,-0.50703635348112
CAN,2004,-0.95,0.97,-0.5190059851141822,369.51666666669917,0.032442049197391576,-1.2094197091058803,-0.50703635348112,-0.16967880074880015,-0.09999999999999964,0.5376081083423245
CAN,2005,-0.050000000000000044,-0.95,1.1189951849534379,254.18333333329974,0.007198912652656375,2.6834437356013154,0.5376081083423245,-0.09926378251438983,-0.3833333333333302,0.03747668843770846
CAN,2006,-0.010000000000000009,-0.050000000000000044,-0.44087679540495106,208.49166666669953,0.02553458647120488,1.1381829016350835,0.03747668843770846,-0.08938699802306016,-0.4333333333333398,-0.1964127507595922
CAN,2007,0.09000000000000008,-0.010000000000000009,-0.45734866693586373,290.23333333330083,0.016926460160316736,-1.0667278804852742,-0.1964127507595922,-0.0773891540745899,-0.29166666666665986,-0.25220646443485095
CAN,2008,0.0,0.09000000000000008,-0.6201341583744773,343.0750000000007,0.02219612543986127,-0.2619788733995563,-0.25220646443485095,-0.060001187071810014,-0.3000000000000007,-0.7223975068786905
CAN,2009,0.15999999999999992,0.0,-0.7013446246777322,240.00833333329865,0.025386719165036098,-2.3873382327106896,-0.7223975068786905,-0.006758143304069986,0.125,
CAN,2012,0.020000000000000018,-0.08000000000000007,0.8490273226748521,241.4083333333001,0.03986772085260304,0.7373101143002856,0.014896884693153867,-0.04110647233201403,-0.533333333333335,-0.58048329822854
CAN,2013,0.050000000000000044,0.020000000000000018,-0.8163337564688993,212.03333333333285,0.00039830278716035394,0.8287789244427302,-0.58048329822854,0.010112773699730071,-0.22499999999999876,0.2812242938368906
CAN,2014,-0.020000000000000018,0.050000000000000044,0.3906845144675848,236.09166666666715,0.0033190018769388985,0.32010039870773,0.2812242938368906,0.03088717179559397,-0.25,0.21144934053195985
CAN,2015,0.21999999999999997,-0.020000000000000018,0.8229907961311493,70.75833333333867,0.028361293107646457,2.5128396577672945,0.21144934053195985,0.07456803900810005,-0.1250000000000009,-1.4863467630729317
CAN,2016,-0.08999999999999986,0.21999999999999997,-1.1762679288975875,118.7416666666577,0.0032817720261526517,-2.4752584841104834,-1.4863467630729317,0.17357979743082996,-0.041666666666666075,0.4686539199597584
CAN,2017,-0.040000000000000036,-0.08999999999999986,0.39818706026388595,109.70833333333576,0.01698495867243821,-1.3648970582248339,0.4686539199597584,0.04713541337284988,0.06666666666666554,1.0720010737780776
CAN,2018,-0.050000000000000044,-0.040000000000000036,0.29671776839659847,405.2833333333365,0.01723223056895762,3.919022426072928,1.0720010737780776,-0.027308692358359865,-0.633333333333332,-0.100788584694395
CAN,2019,0.040000000000000036,-0.050000000000000044,0.4208774844855072,334.4333333333343,0.028345954879705815,1.4871444020720332,-0.100788584694395,-0.001967459611650124,-0.5916666666666659,-0.36275696517357314
CAN,2020,-0.020000000000000018,0.040000000000000036,0.4199519681884005,364.16666666666424,0.015990659994735257,-1.3799071787293897,-0.36275696517357314,0.030820526930800174,-0.1583333333333341,
CZE,2001,-0.11000000000000032,1.5300000000000002,-2.325104106411839,-32.82499999999982,0.057745746743810944,5.9756467081481155,1.0680633860995632,4.048237332564803,0.07500000000000107,-0.31832726836774916
CZE,2002,0.1200000000000001,-0.11000000000000032,-0.28475409917228944,2.350000000000364,0.05445584186290109,4.85441947750855,-0.31832726836774916,-0.6082208393459041,-0.6500000000000004,-0.6562328622653077
CZE,2003,0.019999999999999574,0.1200000000000001,-0.32433668198549714,47.55000000000018,-0.01652488665768148,-2.3804348942588405,-0.6562328622653077,-5.295573480940995,-0.8333333333333304,0.7797779376935945
CZE,2004,-2.1099999999999994,0.019999999999999574,-0.34177536530413377,-29.950000000000728,-0.021629345807206324,3.5159359013848572,0.7797779376935945,-4.524536542690704,0.48333333333333073,0.36108859957168216
CZE,2005,0.21999999999999975,-2.1099999999999994,1.9824285315824923,-10.599999999999454,0.05985290118359288,6.5028785153914725,0.36108859957168216,-2.5136897703745973,0.5166666666666693,0.297123996692197
CZE,2006,-0.16000000000000014,0.21999999999999975,1.1152461431502179,73.47499999999945,0.006935670161787311,-1.0017249880280445,0.297123996692197,-1.7400282953761028,-0.34999999999999964,0.03818594078371351
CZE,2007,-0.05999999999999961,-0.16000000000000014,-0.18886223817088776,64.05000000000018,0.032419351470633906,4.908548999258102,0.03818594078371351,-1.3695431159419975,-0.8083333333333398,-0.18786017852046877
CZE,2008,-0.5200000000000002,-0.05999999999999961,-1.962645582686548,93.875,0.030935261946891668,5.54227126206338,-0.18786017852046877,-2.2960406322542006,-1.80833333333333,-0.7424955433906364
CZE,2009,0.13000000000000012,-0.5200000000000002,3.0024674866469434,80.55000000000018,0.09648037955624789,-6.072247215953205,-0.7424955433906364,-3.2110973822071998,-0.9166666666666705,
CZE,2012,-0.13000000000000012,-0.5399999999999998,1.1860804572183103,-12.400000000000546,0.02330385944577218,1.0224285055252267,-0.42634483605214957,-1.4072802810715999,-0.5749999999999993,
